V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
0.9148060434963554	0.8482932224869728	0.9899655852932483	0.27379245357587934	0.5989298259373754	0.7314936732873321	0.2464632405899465	0.6142576320562512	0.44361557764932513	0.41975693008862436	0.5283896382898092	0.7895760040264577	0.568608368979767	0.8937958730384707	0.9216622211970389	0.6154411698225886	0.47709234431385994	0.5307926568202674	0.17822907818481326	0.8003821617458016	0.8776073509361595	0.8210047041065991	0.3841970826033503	0.1689803369808942	0.5214507961645722	0.34108814084902406	0.03589638555422425	0.5334404213353992	0.010835898807272315	0.5924448347650468	0.1538143849465996	0.40581024903804064	0.6899292517919093	0.1165245904121548	0.5437971763312817	0.9367280900478363	0.8473479626700282	0.5083185324911028	0.9633127930574119	0.019842671463266015	0.27610230445861816	0.3541579036973417	0.129208714235574	0.5870493522379547	0.15721559734083712	0.3955215667374432	0.8997269186656922	0.45241446257568896	0.0025760617572814226	0.7399642306845635	0.36880358564667404	0.9400573663879186	0.6203654252458364	0.547032811678946	0.0571468120906502	0.9977516897488385	0.44697168469429016	0.7254934764932841	0.9167410098016262	0.38939558574929833	0.752040017163381	0.044335421873256564	0.0658729886636138	0.002696335781365633	0.6218272980768234	0.7743011922575533	0.5594577579759061	0.3712066230364144	0.2772734493482858	0.7356905413325876	0.18044121679849923	0.28426517848856747	0.11342865042388439	0.37748121516779065	0.33080762019380927	0.2965697799809277	0.3306174010504037	0.38089834060519934	0.5677380471024662	0.4172647532541305	0.6041544671170413	0.9129564333707094	0.37839228473603725	0.9312134201172739	0.4069824838079512	0.6218612170778215	0.3762444427702576	0.3265439735259861	0.9841500432230532	0.4855508126784116	0.43998712999746203	0.3102987876627594	0.3357560308650136	0.7613926031626761	0.9967649027239531	0.6282128891907632	0.12051185336895287	0.5213593463413417	0.33825299865566194	0.22949922014959157
0.9370754132978618	0.06274633179418743	0.4384936126880348	0.944196700816974	0.9689476140774786	0.5609526997432113	0.5303051888477057	0.8761625378392637	0.32834603800438344	0.8261398277245462	0.6463878843933344	0.6076811556704342	0.21788058057427406	0.480633802479133	0.025447681546211243	0.8150036928709596	0.19922838499769568	0.6447462481446564	0.5898728391621262	0.37053159112110734	0.4554354650899768	0.09394557331688702	0.3810955691151321	0.1697762638796121	0.002551966579630971	0.07692370424047112	0.9644995024427772	0.03137962566688657	0.12578299082815647	0.8878863076679409	0.4093315559439361	0.7747703585773706	0.658880450995639	0.033124827314168215	0.7934200037270784	0.9362274231389165	0.31810196209698915	0.7175615399610251	0.8007416455075145	0.7197492425329983	0.30687339906580746	0.13497579842805862	0.6522644043434411	0.13350434671156108	0.884583928855136	0.8728075716644526	0.41385539760813117	0.758011176250875	0.4117755691986531	0.9724303176626563	0.4346046692226082	0.22736926283687353	0.6132362927310169	0.6176863780710846	0.04299000767059624	0.7925889859907329	0.43940858636051416	0.18356344988569617	0.6907592688221484	0.0821276914793998	0.3117934144102037	0.6949765442404896	0.2103356602601707	0.6487127770669758	0.8196342920418829	0.4082606288138777	0.9451321228407323	0.41957456758245826	0.37550703762099147	0.21456804452463984	0.5801933121401817	0.05855203396640718	0.3955461480654776	0.41421663435176015	0.6770462121348828	0.5710236243903637	0.982993429992348	0.4863631259649992	0.3942414603661746	0.6099097565747797	0.7256966400891542	0.0932029860559851	0.30317583214491606	0.4523558004293591	0.29310305579565465	0.6443740290123969	0.7595120747573674	0.4341270283330232	0.43803132721222937	0.7806312721222639	0.8951647488866001	0.8778150908183306	0.36932150553911924	0.740721580106765	0.27433872199617326	0.8107155561447144	0.4346310670953244	0.8098840266466141	0.9774261086713523	0.08434024802409112
0.2861395347863436	0.8198450875934213	0.6999032176099718	0.44598331884481013	0.3905353294685483	0.4981883536092937	0.21397210261784494	0.09615187719464302	0.20785167207941413	0.11230086372233927	0.8340490276459605	0.9859969397075474	0.10151546634733677	0.16016976232640445	0.7113162174355239	0.3430093484930694	0.40166669711470604	0.13998155342414975	0.31001166463829577	0.4389133881777525	0.42456262558698654	0.17385249095968902	0.6786949336528778	0.05505953752435744	0.7744044470600784	0.17643466708250344	0.457620412344113	0.049592819064855576	0.5018567733932287	0.523523595649749	0.225374445784837	0.36472709313966334	0.6979757747612894	0.1282744323834777	0.22947185160592198	0.8976074622478336	0.07364713260903955	0.45590209611691535	0.39650954655371606	0.13222444988787174	0.4145562215708196	0.25971016357652843	0.554836965398863	0.9061797293834388	0.43112766230478883	0.16521580796688795	0.14096706407144666	0.5278437589295208	0.8913895101286471	0.6599457727279514	0.20725119207054377	0.1358149682637304	0.01741840993054211	0.4774878656025976	0.8898456254974008	0.972091875039041	0.7284372055437416	0.4638795203063637	0.6845035420265049	0.3065371054690331	0.8445884336251765	0.7575847133994102	0.2908790251240134	0.9412513899151236	0.41253068181686103	0.5806392636150122	0.5489576905965805	0.6107351863756776	0.07705652667209506	0.8188757940661162	0.9567655932623893	0.8229677192866802	0.09836548520252109	0.855851762695238	0.7777800243347883	0.37050289544276893	0.754033335018903	0.57052256539464	0.6184003516100347	0.3398849156219512	0.14353979006409645	0.8222397125791758	0.9001513777766377	0.06551119918003678	0.565066164592281	0.461819845251739	0.6111062546260655	0.5101121256593615	0.9428890175186098	0.07711239531636238	0.3377392292022705	0.6758650571573526	0.7994343773461878	0.720592494122684	0.37103199190460145	0.48476921394467354	0.5116747803986073	0.6733667380176485	0.10221395990811288	0.35127889225259423
0.8304476260673255	0.5393602941185236	0.8890769556164742	0.5417871614918113	0.852814509999007	0.8410594675224274	0.025849039433524013	0.1754016992636025	0.19192138756625354	0.2039221024606377	0.34576255292631686	0.6505679129622877	0.6981022541876882	0.9060602430254221	0.08098792610689998	0.388276498997584	0.575176416663453	0.31667922204360366	0.9048300499562174	0.08944712090305984	0.9387996417935938	0.08457513665780425	0.7559245799202472	0.6547691917512566	0.03755805385299027	0.43990862276405096	0.6874700908083469	0.23380903946235776	0.18031295877881348	0.3749164065811783	0.3521867534145713	0.48756066034547985	0.2821156911086291	0.8235773402266204	0.35309805581346154	0.4590170020237565	0.02329524513334036	0.6270690821111202	0.6335334782488644	0.15887531102634966	0.9191334452480078	0.601240617223084	0.41089107492007315	0.3921669682022184	0.9475946531165391	0.1522405247669667	0.7680195388384163	0.8901788794901222	0.767070755828172	0.33375114598311484	0.48217550897970796	0.14317702548578382	0.6610816903412342	0.7229245423804969	0.3283217011485249	0.26630273391492665	0.440634673461318	0.2004533677827567	0.49269966618157923	0.9278449513949454	0.9174736405257136	0.24288213113322854	0.12811995507217944	0.7086250982247293	0.49695194885134697	0.9319347769487649	0.33956722146831453	0.05493969842791557	0.9655830494593829	0.8212040790822357	0.8635189412161708	0.5730507080443203	0.07027614605613053	0.3425763410050422	0.6467672016005963	0.9739935726393014	0.8261643515434116	0.03123334189876914	0.8608811108861119	0.5459275059401989	0.2794108660891652	0.08390553714707494	0.8966997826937586	0.4043041819240898	0.05258369049988687	0.08162151509895921	0.5768567535560578	0.15013134642504156	0.7323025015648454	0.17831922369077802	0.9368252605199814	0.14440236007794738	0.8510748655535281	0.3728808162268251	0.7411137432791293	0.9471921399235725	0.9418038267176598	0.7592195265460759	0.09811955993063748	0.3571884734556079
0.6417455188930035	0.49902009894140065	0.8341594731900841	0.16175446147099137	0.04228755133226514	0.46364445076324046	0.3420024688821286	0.45457902480848134	0.3723859805613756	0.49221060727722943	0.6217329273931682	0.3890770662110299	0.19272579066455364	0.7480467057321221	0.8367631218861789	0.014618122950196266	0.06373411370441318	0.8713631883729249	9.339714888483286e-4	0.16717953723855317	0.38611630257219076	0.9957042597234249	0.06213956675492227	0.8837555702775717	0.5986485169269145	0.9375751374755055	0.9666334772482514	0.8963145010638982	0.05301031726412475	0.8752077277749777	0.11016184301115572	0.7666030141990632	0.3364384633023292	0.30659272731281817	0.30479632364585996	0.5760530715342611	0.9218279023189098	0.8008656003512442	0.09724402497522533	0.6819612022954971	0.5334005968179554	0.2942072756122798	0.9276495219673961	0.9418106928933412	0.15020222240127623	0.9833864173851907	0.4703454535920173	0.7148811966180801	0.5986191702540964	0.2368523816112429	0.4571874972898513	0.9681278271600604	0.4831147857476026	0.037833029637113214	0.1338140731677413	0.255196085665375	0.8469101451337337	0.6429156560916454	0.6720618649851531	0.7405506270006299	0.4963675928302109	0.06974166398867965	0.766186456894502	0.8873973463196307	0.47706350730732083	0.9007062560413033	0.3553907291498035	0.11751944245770574	0.6320444149896502	0.696835525566712	0.8105110418982804	0.5994973790366203	0.23680472117848694	0.8869360180106014	0.6051103083882481	0.7015062377322465	0.6703777627553791	0.6997490501962602	0.8460382556077093	0.12021314655430615	0.724840295733884	0.09349021222442389	0.849954517558217	0.6917961740400642	0.6411804812960327	0.39344099606387317	0.002652691211551428	0.5299406407866627	0.08363621076568961	0.6938856679480523	0.9771575632039458	0.9984122805763036	0.10325597017072141	0.5469024695921689	0.2780209076590836	0.037019139155745506	0.47010562871582806	0.8942117812111974	0.3447230192832649	0.47080404753796756
0.5190959491301328	0.022227320820093155	0.7344214604236186	0.6930535403080285	0.4247223511338234	0.198910673847422	0.39413527376018465	0.7395796007476747	0.7262030555866659	0.7657881744671613	0.6631952950265259	0.7514495495706797	0.862930818926543	0.3468386821914464	0.13737930660136044	0.15780173451639712	0.47593347635120153	0.6391480655875057	0.8450782229192555	0.99779615085572	0.4441870194859803	0.25286649726331234	0.8970781257376075	0.2104394999332726	0.029283951967954636	0.6538159144110978	0.7943782918155193	0.9814824378117919	0.06297880574129522	0.7159710677806288	0.06810542428866029	0.12651373445987701	0.8124042949639261	0.9353876952081919	0.5051089422777295	0.7332850927487016	0.7422648209612817	0.35552052524872124	0.3997479823883623	0.9130985038354993	0.034272691467776895	0.08425433142110705	0.6567273489199579	0.8835058060940355	0.23626472102478147	0.8566444842144847	0.23388729500584304	0.687358392868191	0.1275650062598288	0.35980079299770296	0.1600943540688604	0.6209090652409941	0.3676850430201739	0.3867318166885525	0.8993470023851842	0.12404890567995608	0.08574633160606027	0.19206664594821632	0.011583556421101093	0.3457143735140562	0.3934074747376144	0.6628544991835952	0.23002659482881427	0.28402509773150086	0.2029899104963988	0.45513368351385	0.3301269735675305	0.6669759233482182	0.24920167704112828	0.4545145914889872	0.772880676202476	0.8039545500651002	0.31981382495723665	0.596286753192544	0.8723880788311362	0.8955879779532552	0.9345982735976577	0.08945060428231955	0.07825977890752256	0.7836637736763805	0.07531492738053203	0.6408013498876244	0.8706742264330387	0.9072017632424831	0.5736613676417619	0.869174599647522	0.2568535765167326	0.4880021559074521	0.6638446885626763	0.27779290778562427	0.5139862163923681	0.32456662645563483	0.09204697865061462	0.19165356690064073	0.6515892222523689	0.9104491553734988	0.9953829445876181	0.09878178196959198	0.11983096553012729	0.9513889329973608
0.7365883146412671	0.5540931345894933	0.646903307409957	0.797274365555495	0.022390546509996057	0.6554067768156528	0.12534590903669596	0.462966839550063	0.6473431659396738	0.22541454154998064	0.4445083374157548	0.24239870649762452	0.7344478219747543	0.44965186482295394	0.27887631952762604	0.5783333324361593	0.6785296078305691	0.852461677743122	0.2442299008835107	0.0198175807017833	0.3450034246779978	0.8708027226384729	0.8379712663590908	0.2848245673812926	0.3284833936486393	0.5887269899249077	0.8470589218195528	0.6298415842466056	0.95846364996396	0.951513089472428	0.15459931991063058	0.9909025651868433	0.8059622719883919	0.45314329699613154	0.18078803503885865	0.4721194952726364	0.15026434184983373	0.453085521934554	0.7318402419332415	0.896156249102205	0.7050455776043236	0.03312206198461354	0.21717684483155608	0.8740041840355843	0.502486651064828	0.8476196790579706	0.5789774616714567	0.7701678269077092	0.0327692658174783	0.679788907058537	0.12940785032697022	0.6334620234556496	0.9177187455352396	0.525123078841716	0.4697748073376715	0.22987799090333283	0.5029113828204572	0.07406018837355077	0.7497188206762075	0.2841108141001314	0.7122784974053502	0.843537551118061	0.6407679070252925	0.2582800236996263	0.32218697387725115	0.5727028043475002	0.00574412546120584	0.08763259230181575	0.4191016466356814	0.49856056459248066	0.8793292017653584	0.36545685259625316	0.5052643881645054	0.7083334508351982	0.9906132051255554	0.929516636999324	0.409183282405138	0.9987077799160033	0.96001888345927	0.803000356303528	0.6442094971425831	0.845155467512086	0.4087988384999335	0.441326400032267	0.6166801853105426	0.1993681180756539	0.19505109591409564	0.04005137295462191	0.4359509334899485	0.865713543491438	0.42139620683155954	0.44685482583008707	0.38773226644843817	0.32686746027320623	0.8395596817135811	0.9736770824529231	0.18168974667787552	0.13389191450551152	0.09274433879181743	0.6026068155188113
0.1346665972378105	0.7198976029176265	0.84287826763466	0.7735865891445428	0.032071352703496814	0.9872989258728921	0.8244159505702555	0.5725535843521357	0.727126850746572	0.7153997151181102	0.7402211304288357	0.6558916156645864	0.6737220911309123	0.36442318093031645	0.0116609544493258	0.10699182865209877	0.6972890852484852	0.17172784637659788	0.9109817261341959	0.4081634534522891	0.19334619981236756	0.10831970814615488	0.8219541744329035	0.6804949042852968	0.9238035883754492	0.5674282091204077	0.3220602418296039	0.18811398674733937	0.9296612192410976	0.28292857366614044	0.568655215902254	0.2560856242198497	0.7594852603506297	0.42678961902856827	0.2148881652392447	0.8975365764927119	0.19245854625478387	0.5196347078308463	0.4655549512244761	0.41515992558561265	0.14288768218830228	0.8879936041776091	0.358248982578516	0.4714450060855597	0.9478825984988362	0.5645399272907525	0.8816101315896958	0.9130564031656832	0.6723412647843361	0.08356780325993896	0.9440071375574917	0.8958829634357244	0.22130227461457253	0.1465913720894605	0.19810451054945588	0.44650653610005975	0.31535059423185885	0.8930994069669396	0.218338722595945	0.8122729260940105	0.7496543440502137	0.2037957119755447	0.19677457748912275	0.11461144778877497	0.02485869056545198	0.9946907060220838	0.2898066237103194	0.7491540315095335	0.24757662322372198	0.08787238341756165	0.17716611153446138	0.19107065349817276	0.8915600874461234	0.2122959066182375	0.4215233058203012	0.04303646623156965	0.26832967693917453	0.29326733690686524	0.9073800332844257	0.333402891876176	0.14893709775060415	0.3890006609726697	0.7228122199885547	0.5644618268124759	0.7697002573404461	0.15808681841008365	0.28213143185712397	0.5119584787171334	0.9642364291939884	0.8789594287518412	0.36087355157360435	0.37914936104789376	0.905495926970616	0.45057060080580413	0.5737233241088688	0.9719874879810959	0.8494940109085292	0.28561592288315296	0.28559859679080546	0.9838755130767822
0.6569922904018313	0.2357152292970568	0.15964125166647136	0.21328943967819214	0.09821175853721797	0.7220363814849406	0.8677376594860107	0.4512275217566639	0.023049520794302225	0.8827974002342671	0.37209448916837573	0.8303652422036976	0.45793770905584097	0.3914420686196536	0.8261784110218287	0.9727296822238714	0.11749143828637898	0.8172533423639834	0.6174922760110348	0.9423755183815956	0.7609130151104182	0.8918935530818999	0.7357253739610314	0.0988240644801408	0.47995355050079525	0.01923292758874595	0.4982901730109006	0.5204404452815652	0.2502583924215287	0.7857881241943687	0.957464833278209	0.20736748515628278	0.21830743132159114	0.17029802431352437	0.09801106667146087	0.07098355516791344	0.5340013965032995	0.8375990744680166	0.38521152548491955	0.7036753068678081	0.7778367511928082	0.4501341748982668	0.9238380212336779	0.7511060698889196	0.031133086187765002	0.7850888667162508	0.07228803029283881	0.009849614463746548	0.5885853578802198	0.5135612082667649	0.7277212652843446	0.951671811984852	0.5891866206657141	0.9874793910421431	0.12080088024958968	0.28372032893821597	0.7315600195433944	0.9294955311343074	0.519401520723477	0.08380749286152422	0.06963150086812675	0.8083014842122793	0.09032969805411994	0.9588717361912131	0.48828380554914474	0.3438781325239688	0.5111796439159662	0.03527484741061926	0.5882045174948871	0.7316043174359947	0.41018363647162914	0.2639100521337241	0.032172071281820536	0.9088177010416985	0.34759588446468115	0.36974583263508976	0.2492273293901235	0.5726646059192717	0.6519598104059696	0.4412631143350154	0.5740407365374267	0.0981818272266537	0.8688599281013012	0.4082547607831657	0.0049197187181562185	0.45085905282758176	0.7380916334223002	0.2673887521959841	0.9112063013017178	0.5761542855761945	0.8444764781743288	0.08041810989379883	0.28756162291392684	0.34204665874131024	0.8491249403450638	0.3592413442675024	0.004269893513992429	0.49518531234934926	0.7292881975881755	0.7267373946961015
0.7050647840369493	0.8118796811904758	0.36370622739195824	0.20360441808588803	0.9427975525613874	0.024532741867005825	0.18397282133810222	0.20016502449288964	0.07763902726583183	0.18233355600386858	0.041365301702171564	0.3564829051028937	0.5084848087280989	0.049888398265466094	0.5392609485425055	0.0404412685893476	0.35442772321403027	0.8614412709139287	0.2049427309539169	0.7456559150014073	0.4575179636012763	0.3249280236195773	0.27305660862475634	0.13996110344305634	0.3756582858040929	0.28648141981102526	0.21649489435367286	0.21654818509705365	0.2510694726370275	0.6997557473368943	0.5790872101206332	0.4056725131813437	0.6449199696071446	0.8943193117156625	0.47303471667692065	0.2886631079018116	0.7072007439564914	0.7386319835204631	0.5288775144144893	0.7533790541347116	0.7342834365554154	0.8996868929825723	0.27042364701628685	0.00820012902840972	0.6389337393920869	0.40763054392300546	0.5431513923685998	0.37347419816069305	0.5039847427979112	0.7384623431134969	0.253456641221419	0.8715613018721342	0.06725085224024951	0.9301038598641753	0.8322089163120836	0.881114142248407	0.6254638710524887	0.5224200482480228	0.2587477199267596	0.03403830039314926	0.8605540182907134	0.14443566463887691	0.49427797365933657	0.7577095190063119	0.6137306394521147	0.16933678137138486	0.2238844409584999	0.34266498568467796	0.5155851268209517	0.8985927295871079	0.017750518629327416	0.45276008476503193	0.335998292081058	0.9223744969349355	0.9109945963136852	0.8391793656628579	0.5965905119664967	0.29148558899760246	0.4630413791164756	0.0713906311430037	0.313984502106905	0.8352441599126905	0.21510192868299782	0.12655902677215636	0.4649234979879111	0.03514483477920294	0.49292820366099477	0.10210615303367376	0.6901335180737078	0.08422150160185993	0.11474966630339622	0.11471762624569237	0.5398709974251688	0.41908032773062587	0.5258070412091911	0.043991389218717813	0.8842267983127385	0.41031580953858793	0.7004891657270491	0.9372434879187495
