"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",0.914806043496355,0.848293222486973,0.989965585293248,0.273792453575879,0.598929825937375,0.731493673287332,0.246463240589947,0.614257632056251,0.443615577649325,0.419756930088624,0.528389638289809,0.789576004026458,0.568608368979767,0.893795873038471,0.921662221197039,0.615441169822589,0.47709234431386,0.530792656820267,0.178229078184813,0.800382161745802,0.877607350936159,0.821004704106599,0.38419708260335,0.168980336980894,0.521450796164572,0.341088140849024,0.0358963855542243,0.533440421335399,0.0108358988072723,0.592444834765047,0.1538143849466,0.405810249038041,0.689929251791909,0.116524590412155,0.543797176331282,0.936728090047836,0.847347962670028,0.508318532491103,0.963312793057412,0.019842671463266,0.276102304458618,0.354157903697342,0.129208714235574,0.587049352237955,0.157215597340837,0.395521566737443,0.899726918665692,0.452414462575689,0.00257606175728142,0.739964230684564,0.368803585646674,0.940057366387919,0.620365425245836,0.547032811678946,0.0571468120906502,0.997751689748839,0.44697168469429,0.725493476493284,0.916741009801626,0.389395585749298,0.752040017163381,0.0443354218732566,0.0658729886636138,0.00269633578136563,0.621827298076823,0.774301192257553,0.559457757975906,0.371206623036414,0.277273449348286,0.735690541332588,0.180441216798499,0.284265178488567,0.113428650423884,0.377481215167791,0.330807620193809,0.296569779980928,0.330617401050404,0.380898340605199,0.567738047102466,0.41726475325413,0.604154467117041,0.912956433370709,0.378392284736037,0.931213420117274,0.406982483807951,0.621861217077821,0.376244442770258,0.326543973525986,0.984150043223053,0.485550812678412,0.439987129997462,0.310298787662759,0.335756030865014,0.761392603162676,0.996764902723953,0.628212889190763,0.120511853368953,0.521359346341342,0.338252998655662,0.229499220149592
"2",0.937075413297862,0.0627463317941874,0.438493612688035,0.944196700816974,0.968947614077479,0.560952699743211,0.530305188847706,0.876162537839264,0.328346038004383,0.826139827724546,0.646387884393334,0.607681155670434,0.217880580574274,0.480633802479133,0.0254476815462112,0.81500369287096,0.199228384997696,0.644746248144656,0.589872839162126,0.370531591121107,0.455435465089977,0.093945573316887,0.381095569115132,0.169776263879612,0.00255196657963097,0.0769237042404711,0.964499502442777,0.0313796256668866,0.125782990828156,0.887886307667941,0.409331555943936,0.774770358577371,0.658880450995639,0.0331248273141682,0.793420003727078,0.936227423138916,0.318101962096989,0.717561539961025,0.800741645507514,0.719749242532998,0.306873399065807,0.134975798428059,0.652264404343441,0.133504346711561,0.884583928855136,0.872807571664453,0.413855397608131,0.758011176250875,0.411775569198653,0.972430317662656,0.434604669222608,0.227369262836874,0.613236292731017,0.617686378071085,0.0429900076705962,0.792588985990733,0.439408586360514,0.183563449885696,0.690759268822148,0.0821276914793998,0.311793414410204,0.69497654424049,0.210335660260171,0.648712777066976,0.819634292041883,0.408260628813878,0.945132122840732,0.419574567582458,0.375507037620991,0.21456804452464,0.580193312140182,0.0585520339664072,0.395546148065478,0.41421663435176,0.677046212134883,0.571023624390364,0.982993429992348,0.486363125964999,0.394241460366175,0.60990975657478,0.725696640089154,0.0932029860559851,0.303175832144916,0.452355800429359,0.293103055795655,0.644374029012397,0.759512074757367,0.434127028333023,0.438031327212229,0.780631272122264,0.8951647488866,0.877815090818331,0.369321505539119,0.740721580106765,0.274338721996173,0.810715556144714,0.434631067095324,0.809884026646614,0.977426108671352,0.0843402480240911
"3",0.286139534786344,0.819845087593421,0.699903217609972,0.44598331884481,0.390535329468548,0.498188353609294,0.213972102617845,0.096151877194643,0.207851672079414,0.112300863722339,0.83404902764596,0.985996939707547,0.101515466347337,0.160169762326404,0.711316217435524,0.343009348493069,0.401666697114706,0.13998155342415,0.310011664638296,0.438913388177752,0.424562625586987,0.173852490959689,0.678694933652878,0.0550595375243574,0.774404447060078,0.176434667082503,0.457620412344113,0.0495928190648556,0.501856773393229,0.523523595649749,0.225374445784837,0.364727093139663,0.697975774761289,0.128274432383478,0.229471851605922,0.897607462247834,0.0736471326090395,0.455902096116915,0.396509546553716,0.132224449887872,0.41455622157082,0.259710163576528,0.554836965398863,0.906179729383439,0.431127662304789,0.165215807966888,0.140967064071447,0.527843758929521,0.891389510128647,0.659945772727951,0.207251192070544,0.13581496826373,0.0174184099305421,0.477487865602598,0.889845625497401,0.972091875039041,0.728437205543742,0.463879520306364,0.684503542026505,0.306537105469033,0.844588433625177,0.75758471339941,0.290879025124013,0.941251389915124,0.412530681816861,0.580639263615012,0.548957690596581,0.610735186375678,0.0770565266720951,0.818875794066116,0.956765593262389,0.82296771928668,0.0983654852025211,0.855851762695238,0.777780024334788,0.370502895442769,0.754033335018903,0.57052256539464,0.618400351610035,0.339884915621951,0.143539790064096,0.822239712579176,0.900151377776638,0.0655111991800368,0.565066164592281,0.461819845251739,0.611106254626065,0.510112125659361,0.94288901751861,0.0771123953163624,0.337739229202271,0.675865057157353,0.799434377346188,0.720592494122684,0.371031991904601,0.484769213944674,0.511674780398607,0.673366738017648,0.102213959908113,0.351278892252594
"4",0.830447626067325,0.539360294118524,0.889076955616474,0.541787161491811,0.852814509999007,0.841059467522427,0.025849039433524,0.175401699263602,0.191921387566254,0.203922102460638,0.345762552926317,0.650567912962288,0.698102254187688,0.906060243025422,0.0809879261069,0.388276498997584,0.575176416663453,0.316679222043604,0.904830049956217,0.0894471209030598,0.938799641793594,0.0845751366578043,0.755924579920247,0.654769191751257,0.0375580538529903,0.439908622764051,0.687470090808347,0.233809039462358,0.180312958778813,0.374916406581178,0.352186753414571,0.48756066034548,0.282115691108629,0.82357734022662,0.353098055813462,0.459017002023757,0.0232952451333404,0.62706908211112,0.633533478248864,0.15887531102635,0.919133445248008,0.601240617223084,0.410891074920073,0.392166968202218,0.947594653116539,0.152240524766967,0.768019538838416,0.890178879490122,0.767070755828172,0.333751145983115,0.482175508979708,0.143177025485784,0.661081690341234,0.722924542380497,0.328321701148525,0.266302733914927,0.440634673461318,0.200453367782757,0.492699666181579,0.927844951394945,0.917473640525714,0.242882131133229,0.128119955072179,0.708625098224729,0.496951948851347,0.931934776948765,0.339567221468315,0.0549396984279156,0.965583049459383,0.821204079082236,0.863518941216171,0.57305070804432,0.0702761460561305,0.342576341005042,0.646767201600596,0.973993572639301,0.826164351543412,0.0312333418987691,0.860881110886112,0.545927505940199,0.279410866089165,0.0839055371470749,0.896699782693759,0.40430418192409,0.0525836904998869,0.0816215150989592,0.576856753556058,0.150131346425042,0.732302501564845,0.178319223690778,0.936825260519981,0.144402360077947,0.851074865553528,0.372880816226825,0.741113743279129,0.947192139923573,0.94180382671766,0.759219526546076,0.0981195599306375,0.357188473455608
"5",0.641745518893003,0.499020098941401,0.834159473190084,0.161754461470991,0.0422875513322651,0.46364445076324,0.342002468882129,0.454579024808481,0.372385980561376,0.492210607277229,0.621732927393168,0.38907706621103,0.192725790664554,0.748046705732122,0.836763121886179,0.0146181229501963,0.0637341137044132,0.871363188372925,0.000933971488848329,0.167179537238553,0.386116302572191,0.995704259723425,0.0621395667549223,0.883755570277572,0.598648516926914,0.937575137475505,0.966633477248251,0.896314501063898,0.0530103172641248,0.875207727774978,0.110161843011156,0.766603014199063,0.336438463302329,0.306592727312818,0.30479632364586,0.576053071534261,0.92182790231891,0.800865600351244,0.0972440249752253,0.681961202295497,0.533400596817955,0.29420727561228,0.927649521967396,0.941810692893341,0.150202222401276,0.983386417385191,0.470345453592017,0.71488119661808,0.598619170254096,0.236852381611243,0.457187497289851,0.96812782716006,0.483114785747603,0.0378330296371132,0.133814073167741,0.255196085665375,0.846910145133734,0.642915656091645,0.672061864985153,0.74055062700063,0.496367592830211,0.0697416639886796,0.766186456894502,0.887397346319631,0.477063507307321,0.900706256041303,0.355390729149804,0.117519442457706,0.63204441498965,0.696835525566712,0.81051104189828,0.59949737903662,0.236804721178487,0.886936018010601,0.605110308388248,0.701506237732247,0.670377762755379,0.69974905019626,0.846038255607709,0.120213146554306,0.724840295733884,0.0934902122244239,0.849954517558217,0.691796174040064,0.641180481296033,0.393440996063873,0.00265269121155143,0.529940640786663,0.0836362107656896,0.693885667948052,0.977157563203946,0.998412280576304,0.103255970170721,0.546902469592169,0.278020907659084,0.0370191391557455,0.470105628715828,0.894211781211197,0.344723019283265,0.470804047537968
"6",0.519095949130133,0.0222273208200932,0.734421460423619,0.693053540308028,0.424722351133823,0.198910673847422,0.394135273760185,0.739579600747675,0.726203055586666,0.765788174467161,0.663195295026526,0.75144954957068,0.862930818926543,0.346838682191446,0.13737930660136,0.157801734516397,0.475933476351202,0.639148065587506,0.845078222919255,0.99779615085572,0.44418701948598,0.252866497263312,0.897078125737607,0.210439499933273,0.0292839519679546,0.653815914411098,0.794378291815519,0.981482437811792,0.0629788057412952,0.715971067780629,0.0681054242886603,0.126513734459877,0.812404294963926,0.935387695208192,0.50510894227773,0.733285092748702,0.742264820961282,0.355520525248721,0.399747982388362,0.913098503835499,0.0342726914677769,0.0842543314211071,0.656727348919958,0.883505806094036,0.236264721024781,0.856644484214485,0.233887295005843,0.687358392868191,0.127565006259829,0.359800792997703,0.16009435406886,0.620909065240994,0.367685043020174,0.386731816688552,0.899347002385184,0.124048905679956,0.0857463316060603,0.192066645948216,0.0115835564211011,0.345714373514056,0.393407474737614,0.662854499183595,0.230026594828814,0.284025097731501,0.202989910496399,0.45513368351385,0.330126973567531,0.666975923348218,0.249201677041128,0.454514591488987,0.772880676202476,0.8039545500651,0.319813824957237,0.596286753192544,0.872388078831136,0.895587977953255,0.934598273597658,0.0894506042823195,0.0782597789075226,0.783663773676381,0.075314927380532,0.640801349887624,0.870674226433039,0.907201763242483,0.573661367641762,0.869174599647522,0.256853576516733,0.488002155907452,0.663844688562676,0.277792907785624,0.513986216392368,0.324566626455635,0.0920469786506146,0.191653566900641,0.651589222252369,0.910449155373499,0.995382944587618,0.098781781969592,0.119830965530127,0.951388932997361
"7",0.736588314641267,0.554093134589493,0.646903307409957,0.797274365555495,0.0223905465099961,0.655406776815653,0.125345909036696,0.462966839550063,0.647343165939674,0.225414541549981,0.444508337415755,0.242398706497625,0.734447821974754,0.449651864822954,0.278876319527626,0.578333332436159,0.678529607830569,0.852461677743122,0.244229900883511,0.0198175807017833,0.345003424677998,0.870802722638473,0.837971266359091,0.284824567381293,0.328483393648639,0.588726989924908,0.847058921819553,0.629841584246606,0.95846364996396,0.951513089472428,0.154599319910631,0.990902565186843,0.805962271988392,0.453143296996132,0.180788035038859,0.472119495272636,0.150264341849834,0.453085521934554,0.731840241933241,0.896156249102205,0.705045577604324,0.0331220619846135,0.217176844831556,0.874004184035584,0.502486651064828,0.847619679057971,0.578977461671457,0.770167826907709,0.0327692658174783,0.679788907058537,0.12940785032697,0.63346202345565,0.91771874553524,0.525123078841716,0.469774807337672,0.229877990903333,0.502911382820457,0.0740601883735508,0.749718820676208,0.284110814100131,0.71227849740535,0.843537551118061,0.640767907025293,0.258280023699626,0.322186973877251,0.5727028043475,0.00574412546120584,0.0876325923018157,0.419101646635681,0.498560564592481,0.879329201765358,0.365456852596253,0.505264388164505,0.708333450835198,0.990613205125555,0.929516636999324,0.409183282405138,0.998707779916003,0.96001888345927,0.803000356303528,0.644209497142583,0.845155467512086,0.408798838499933,0.441326400032267,0.616680185310543,0.199368118075654,0.195051095914096,0.0400513729546219,0.435950933489949,0.865713543491438,0.42139620683156,0.446854825830087,0.387732266448438,0.326867460273206,0.839559681713581,0.973677082452923,0.181689746677876,0.133891914505512,0.0927443387918174,0.602606815518811
"8",0.13466659723781,0.719897602917627,0.84287826763466,0.773586589144543,0.0320713527034968,0.987298925872892,0.824415950570256,0.572553584352136,0.727126850746572,0.71539971511811,0.740221130428836,0.655891615664586,0.673722091130912,0.364423180930316,0.0116609544493258,0.106991828652099,0.697289085248485,0.171727846376598,0.910981726134196,0.408163453452289,0.193346199812368,0.108319708146155,0.821954174432904,0.680494904285297,0.923803588375449,0.567428209120408,0.322060241829604,0.188113986747339,0.929661219241098,0.28292857366614,0.568655215902254,0.25608562421985,0.75948526035063,0.426789619028568,0.214888165239245,0.897536576492712,0.192458546254784,0.519634707830846,0.465554951224476,0.415159925585613,0.142887682188302,0.887993604177609,0.358248982578516,0.47144500608556,0.947882598498836,0.564539927290753,0.881610131589696,0.913056403165683,0.672341264784336,0.083567803259939,0.944007137557492,0.895882963435724,0.221302274614573,0.14659137208946,0.198104510549456,0.44650653610006,0.315350594231859,0.89309940696694,0.218338722595945,0.81227292609401,0.749654344050214,0.203795711975545,0.196774577489123,0.114611447788775,0.024858690565452,0.994690706022084,0.289806623710319,0.749154031509534,0.247576623223722,0.0878723834175617,0.177166111534461,0.191070653498173,0.891560087446123,0.212295906618237,0.421523305820301,0.0430364662315696,0.268329676939175,0.293267336906865,0.907380033284426,0.333402891876176,0.148937097750604,0.38900066097267,0.722812219988555,0.564461826812476,0.769700257340446,0.158086818410084,0.282131431857124,0.511958478717133,0.964236429193988,0.878959428751841,0.360873551573604,0.379149361047894,0.905495926970616,0.450570600805804,0.573723324108869,0.971987487981096,0.849494010908529,0.285615922883153,0.285598596790805,0.983875513076782
"9",0.656992290401831,0.235715229297057,0.159641251666471,0.213289439678192,0.098211758537218,0.722036381484941,0.867737659486011,0.451227521756664,0.0230495207943022,0.882797400234267,0.372094489168376,0.830365242203698,0.457937709055841,0.391442068619654,0.826178411021829,0.972729682223871,0.117491438286379,0.817253342363983,0.617492276011035,0.942375518381596,0.760913015110418,0.8918935530819,0.735725373961031,0.0988240644801408,0.479953550500795,0.019232927588746,0.498290173010901,0.520440445281565,0.250258392421529,0.785788124194369,0.957464833278209,0.207367485156283,0.218307431321591,0.170298024313524,0.0980110666714609,0.0709835551679134,0.534001396503299,0.837599074468017,0.38521152548492,0.703675306867808,0.777836751192808,0.450134174898267,0.923838021233678,0.75110606988892,0.031133086187765,0.785088866716251,0.0722880302928388,0.00984961446374655,0.58858535788022,0.513561208266765,0.727721265284345,0.951671811984852,0.589186620665714,0.987479391042143,0.12080088024959,0.283720328938216,0.731560019543394,0.929495531134307,0.519401520723477,0.0838074928615242,0.0696315008681267,0.808301484212279,0.0903296980541199,0.958871736191213,0.488283805549145,0.343878132523969,0.511179643915966,0.0352748474106193,0.588204517494887,0.731604317435995,0.410183636471629,0.263910052133724,0.0321720712818205,0.908817701041698,0.347595884464681,0.36974583263509,0.249227329390123,0.572664605919272,0.65195981040597,0.441263114335015,0.574040736537427,0.0981818272266537,0.868859928101301,0.408254760783166,0.00491971871815622,0.450859052827582,0.7380916334223,0.267388752195984,0.911206301301718,0.576154285576195,0.844476478174329,0.0804181098937988,0.287561622913927,0.34204665874131,0.849124940345064,0.359241344267502,0.00426989351399243,0.495185312349349,0.729288197588176,0.726737394696102
"10",0.705064784036949,0.811879681190476,0.363706227391958,0.203604418085888,0.942797552561387,0.0245327418670058,0.183972821338102,0.20016502449289,0.0776390272658318,0.182333556003869,0.0413653017021716,0.356482905102894,0.508484808728099,0.0498883982654661,0.539260948542506,0.0404412685893476,0.35442772321403,0.861441270913929,0.204942730953917,0.745655915001407,0.457517963601276,0.324928023619577,0.273056608624756,0.139961103443056,0.375658285804093,0.286481419811025,0.216494894353673,0.216548185097054,0.251069472637028,0.699755747336894,0.579087210120633,0.405672513181344,0.644919969607145,0.894319311715662,0.473034716676921,0.288663107901812,0.707200743956491,0.738631983520463,0.528877514414489,0.753379054134712,0.734283436555415,0.899686892982572,0.270423647016287,0.00820012902840972,0.638933739392087,0.407630543923005,0.5431513923686,0.373474198160693,0.503984742797911,0.738462343113497,0.253456641221419,0.871561301872134,0.0672508522402495,0.930103859864175,0.832208916312084,0.881114142248407,0.625463871052489,0.522420048248023,0.25874771992676,0.0340383003931493,0.860554018290713,0.144435664638877,0.494277973659337,0.757709519006312,0.613730639452115,0.169336781371385,0.2238844409585,0.342664985684678,0.515585126820952,0.898592729587108,0.0177505186293274,0.452760084765032,0.335998292081058,0.922374496934935,0.910994596313685,0.839179365662858,0.596590511966497,0.291485588997602,0.463041379116476,0.0713906311430037,0.313984502106905,0.835244159912691,0.215101928682998,0.126559026772156,0.464923497987911,0.0351448347792029,0.492928203660995,0.102106153033674,0.690133518073708,0.0842215016018599,0.114749666303396,0.114717626245692,0.539870997425169,0.419080327730626,0.525807041209191,0.0439913892187178,0.884226798312739,0.410315809538588,0.700489165727049,0.937243487918749
